##4000054		
Section	section	nn1
:	:	y
Features	feature	nn2
Research	research	vv0@_nn1
sheds	shed	nn2
new	new	jj
light	light	nn1
on	on	ii
the	the	at
origin	origin	nn1
of	of	io
humanity	humanity	nn1
's	's	ge_vbz
most	most	rgt
intimate	intimate	jj
quadruped	quadruped	jj@
ally	ally	nn1
<p>	<p>	y
The	the	at
poor	poor	jj
dog	dog	nn1
,	,	y
"	"	y
wrote	write	vvd
poet	poet	nn1
Lord	lord	nnb
Byron	byron	np1
in	in	ii
a	a	at1
flight	flight	nn1
of	of	io
emotion	emotion	nn1
,	,	y
"	"	y
in	in	ii
life	life	nn1
the	the	at
firmest	firm	jjt
friend	friend	nn1
,	,	y
The	the	at
first	first	md
to	to	to
welcome	welcome	vvi
,	,	y
foremost	foremost	jjt
to	to	to
defend	defend	vvi
.	.	y
"	"	y
And	and	cc
certainly	certainly	rr
,	,	y
few	few	da2
animal	animal	nn1_jj%
lovers	lover	nn2
would	would	vm
care	care	vvi
to	to	to
differ	differ	vvi
.	.	y
The	the	at
dog	dog	nn1
,	,	y
after	after	ii
all	all	db
,	,	y
is	be	vbz
commonly	commonly	rr
referred	refer	vvn_vvd
to	to	ii
as	as	csa_ii@
man	man	nn1
's	's	ge
best	best	jjt
friend	friend	nn1
,	,	y
and	and	cc
unquestionably	unquestionably	rr
serves	serve	vvz
a	a	at1
wide	wide	jj
range	range	nn1
of	of	io
human	human	jj_nn1
purposes	purpose	nn2
.	.	y
Thanks	thanks	ii21
to	to	ii22
artificial	artificial	jj
selection	selection	nn1
,	,	y
there	there	ex
are	be	vbr
dogs	dog	nn2
that	that	cst_dd1
guard	guard	vv0_nn1
houses	house	nn2
and	and	cc
dogs	dog	nn2
that	that	cst_dd1
herd	herd	nn1_vv0@
livestock	livestock	nn
,	,	y
dogs	dog	nn2_vvz%
that	that	cst
locate	locate	vv0
game	game	nn1
birds	bird	nn2
for	for	if
shooting	shoot	vvg_nn1
and	and	cc
dogs	dog	nn2
that	that	cst
retrieve	retrieve	vv0
game	game	nn1
birds	bird	nn2
that	that	cst
have	have	vh0
been	be	vbn
shot	shoot	vvn
,	,	y
dogs	dog	nn2_vvz%
that	that	cst
pull	pull	vv0
sleds	sled	nn2
and	and	cc
dogs	dog	nn2
that	that	cst
sit	sit	vv0
languidly	languidly	rr
in	in	ii
human	human	jj_nn1
laps	lap	nn2
.	.	y
<p>	<p>	y
Clearly	clearly	rr
,	,	y
the	the	at
relationship	relationship	nn1
between	between	ii
dog	dog	nn1
and	and	cc
